"","overlap_type","seqnames","peakID","annotation","ENSEMBL","SYMBOL","log2FC_car","padj_car","log2FC_rna","padj_rna","geneChr","Start","End","gene_description"
"268","overlap","chr14","73850800-73853050","Promoter","ENSG00000140043","PTGR2",-1.07888425891129,4.90597382832271e-05,-1.13323987238815,7.68966568264392e-36,14,73851831,73885726,"prostaglandin reductase 2"
"269","overlap","chr14","73885450-73888900","5'UTR","ENSG00000140043","PTGR2",-0.958516129199549,5.80936926529799e-05,-1.13323987238815,7.68966568264392e-36,14,73851831,73885726,"prostaglandin reductase 2"
"270","overlap","chr14","73949250-73951450","Promoter","ENSG00000156050","FAM161B",-1.01243263774468,7.07905686103908e-05,-0.51804401733994,0.0012859193538802,14,73913067,73950414,"FAM161 centrosomal protein B"
"271","overlap","chr14","74017700-74020250","Promoter","ENSG00000119636","BBOF1",-1.06935935377386,1.3752376080266e-05,-0.964366716722061,6.91804101038025e-08,14,74019349,74082863,"basal body orientation factor 1"
"272","overlap","chr14","74061950-74063150","Intron","ENSG00000119711","ALDH6A1",-0.965440960668719,0.0135315710239918,-1.04332977387273,1.12356986568116e-29,14,74056847,74084492,"aldehyde dehydrogenase 6 family member A1"
"273","overlap","chr14","74083450-74086250","Promoter","ENSG00000119711","ALDH6A1",-1.02074432449777,0.000105611832264936,-1.04332977387273,1.12356986568116e-29,14,74056847,74084492,"aldehyde dehydrogenase 6 family member A1"
"274","overlap","chr14","74491800-74494950","Promoter","ENSG00000119655","NPC2",-0.724005887508713,0.00870047324435391,-1.40620184290521,1.07566294336389e-88,14,74476192,74494177,"NPC intracellular cholesterol transporter 2"
"275","overlap","chr14","74566150-74567400","Intron","ENSG00000119681","LTBP2",-0.795509279242476,0.0358741943146403,-0.335932468164111,1.606011928632e-05,14,74498183,74612378,"latent transforming growth factor beta binding protein 2"
"276","overlap","chr14","74570400-74574150","Intron","ENSG00000119681","LTBP2",-0.917691785777512,0.00450125810226962,-0.335932468164111,1.606011928632e-05,14,74498183,74612378,"latent transforming growth factor beta binding protein 2"
"277","overlap","chr14","74611650-74612750","Promoter","ENSG00000119681","LTBP2",-0.963630878741221,0.000122845319024095,-0.335932468164111,1.606011928632e-05,14,74498183,74612378,"latent transforming growth factor beta binding protein 2"
"278","overlap","chr14","74762500-74766200","Promoter","ENSG00000119596","YLPM1",-0.825986674233811,0.00307199449611389,0.341904295088396,3.03067018935174e-06,14,74763316,74859435,"YLP motif containing 1"
"279","overlap","chr14","74880850-74883650","Promoter","ENSG00000119689","DLST",-0.686623291743563,0.0120114559358862,0.373822100475398,5.63593537033156e-09,14,74881891,74903743,"dihydrolipoamide S-succinyltransferase"
"280","overlap","chr14","74887850-74888900","Intron","ENSG00000119689","DLST",-0.910718643295258,0.0236651015046964,0.373822100475398,5.63593537033156e-09,14,74881891,74903743,"dihydrolipoamide S-succinyltransferase"
"281","overlap","chr14","75050500-75051850","Promoter","ENSG00000119684","MLH3",-0.80378376697413,0.00250043929624993,-0.299263030895681,0.00293800770643784,14,75013769,75051532,"mutL homolog 3"
"282","overlap","chr14","75062800-75064450","Promoter","ENSG00000119703","ZC2HC1C",-0.674309923168788,0.0256030457936605,-0.794464581158987,1.38700148040051e-06,14,75064109,75119502,"zinc finger C2HC-type containing 1C"
"283","overlap","chr14","75068000-75070350","Promoter","ENSG00000119640","ACYP1",-0.722443968384544,0.0156151463116112,-0.676648057380528,2.85948599930932e-12,14,75053237,75069483,"acylphosphatase 1"
"284","overlap","chr14","75123900-75128500","Promoter","ENSG00000119638","NEK9",-1.03526564954918,2.49889775651197e-05,-0.810301507550019,5.7833555960168e-31,14,75079353,75127344,"NIMA related kinase 9"
"285","overlap","chr14","75175150-75177350","Promoter","ENSG00000170348","TMED10",-0.856442827664602,0.000849292219540812,-0.480118235257461,4.31971460224573e-17,14,75131469,75176612,"transmembrane p24 trafficking protein 10"
"286","overlap","chr14","75258600-75260000","Exon","ENSG00000170345","FOS",-0.806370466115655,0.0236546379901939,-3.8858261599319,0,14,75278826,75282230,"Fos proto-oncogene, AP-1 transcription factor subunit"
"287","overlap","chr14","75276550-75279700","Promoter","ENSG00000170345","FOS",-1.39628557849813,2.13540165011614e-08,-3.8858261599319,0,14,75278826,75282230,"Fos proto-oncogene, AP-1 transcription factor subunit"
"288","overlap","chr14","75442700-75442950","Intron","ENSG00000140044","JDP2",-2.09535588469405,3.94588704376653e-05,-1.66454247661508,2.18781388046013e-108,14,75427716,75474111,"Jun dimerization protein 2"
"289","overlap","chr14","75535700-75536500","Intron","ENSG00000156127","BATF",-1.24564715259078,0.000649428893326216,-0.743522150008147,8.80315556383751e-13,14,75522455,75546993,"basic leucine zipper ATF-like transcription factor"
"290","overlap","chr14","76811050-76813250","5'UTR","ENSG00000013523","ANGEL1",-0.817764865300255,0.00623736290052848,0.236610448565415,0.025434728949514,14,76786009,76826246,"angel homolog 1"
"291","overlap","chr14","77024050-77029700","Promoter","ENSG00000119669","IRF2BPL",-0.832715621868437,0.000308016943502392,-0.846605586227691,5.20457879946722e-22,14,77024543,77028708,"interferon regulatory factor 2 binding protein like"
"292","overlap","chr14","77096900-77099700","Promoter","ENSG00000165548","TMEM63C",-0.777947293286672,0.00380788486612731,-3.06068077315458,1.42417871719007e-13,14,77098311,77259495,"transmembrane protein 63C"
"293","overlap","chr14","77181400-77182200","5'UTR","ENSG00000165548","TMEM63C",-2.03405217611947,7.45018448991238e-08,-3.06068077315458,1.42417871719007e-13,14,77098311,77259495,"transmembrane protein 63C"
"294","overlap","chr14","88384900-88386350","Promoter","ENSG00000042317","SPATA7",-0.703335892578283,0.0203720905021788,-0.927566252932327,0.00010678842685055,14,88384924,88470350,"spermatogenesis associated 7"
"295","overlap","chr14","88562150-88564500","Promoter","ENSG00000100722","ZC3H14",-0.628952996520298,0.0257594036053634,0.181431474804605,0.0235322128428091,14,88562970,88627596,"zinc finger CCCH-type containing 14"
"296","overlap","chr14","88823900-88825550","Promoter","ENSG00000165533","TTC8",-0.750847563335952,0.0144151598710773,-0.994716998761568,1.52078666534096e-18,14,88824153,88881078,"tetratricopeptide repeat domain 8"
"297","overlap","chr14","90331050-90332450","Promoter","ENSG00000119720","NRDE2",-0.909467023146554,0.0124486789693952,-0.270437881160369,0.00764713178832728,14,90267860,90331969,"NRDE-2, necessary for RNA interference, domain containing"
"298","overlap","chr14","90382350-90383550","Exon","ENSG00000198668","CALM1",-0.801929735529677,0.00991764335757613,-0.610616438240687,1.57258230369247e-23,14,90396502,90408268,"calmodulin 1"
"299","overlap","chr14","90396100-90399800","Promoter","ENSG00000198668","CALM1",-0.80930712082825,0.00276855598126977,-0.610616438240687,1.57258230369247e-23,14,90396502,90408268,"calmodulin 1"
"300","overlap","chr14","91835550-91837000","5'UTR","ENSG00000140092","FBLN5",-1.59596560186971,1.89565385160144e-05,-4.34713543096662,5.15712129733864e-08,14,91869411,91947987,"fibulin 5"
"301","overlap","chr14","91980250-91980500","Intron","ENSG00000100815","TRIP11",-1.66745014598431,0.00645148345883914,0.209520322947355,0.0364460872192009,14,91965991,92040896,"thyroid hormone receptor interactor 11"
"302","overlap","chr14","92038650-92041100","Promoter","ENSG00000100815","TRIP11",-0.859536772728235,0.00154041627061395,0.209520322947355,0.0364460872192009,14,91965991,92040896,"thyroid hormone receptor interactor 11"
"303","overlap","chr14","92105400-92107100","Promoter","ENSG00000066427","ATXN3",-0.680374696235393,0.0262780093966525,-1.41741600598839,2.7169221188866e-45,14,92049611,92106621,"ataxin 3"
"304","overlap","chr14","92120700-92123150","Promoter","ENSG00000183648","NDUFB1",-0.852865362609383,0.000649144757481645,-1.38338486638779,1.28298113861182e-41,14,92116122,92121917,"NADH:ubiquinone oxidoreductase subunit B1"
"305","overlap","chr14","92747550-92749200","Promoter","ENSG00000100600","LGMN",-0.789054160441477,0.0254256778439568,-0.532056801394338,4.58380909411915e-09,14,92703807,92748679,"legumain"
"306","overlap","chr14","92793550-92795600","Promoter","ENSG00000066455","GOLGA5",-0.680438284288985,0.0322874315784974,-0.321151294308927,0.000107758376380759,14,92794305,92839947,"golgin A5"
"307","overlap","chr14","96390950-96393250","Promoter","ENSG00000140057","AK7",-0.924912933556535,0.000256997734922283,-2.94850090996717,3.02724520870246e-28,14,96392128,96489427,"adenylate kinase 7"
"308","overlap","chr14","96797100-96798700","Promoter","ENSG00000100749","VRK1",-0.969183185830624,0.000317969014098183,-0.205019486037441,0.0101951930732247,14,96797304,96954846,"VRK serine/threonine kinase 1"
"309","overlap","chr14","99270850-99274850","Promoter","ENSG00000127152","BCL11B",-3.51900980904673,1.62076633804837e-45,-2.68390907334145,2.81056290274599e-06,14,99169287,99272197,"BAF chromatin remodeling complex subunit BCL11B"
"310","overlap","chr14","99479000-99483000","Promoter","ENSG00000183576","SETD3",-1.17636524706335,2.56490490432951e-08,-0.406654219521057,2.67350082760625e-08,14,99397748,99480889,"SET domain containing 3, actin histidine methyltransferase"
"311","overlap","chr14","99579200-99580400","Exon","ENSG00000205476","CCDC85C",-0.984308618479661,0.00804472166529616,-0.566644039611204,3.29644062935145e-15,14,99500190,99604207,"coiled-coil domain containing 85C"
"312","overlap","chr14","99601700-99605950","Promoter","ENSG00000205476","CCDC85C",-1.22216814781765,2.83186942385428e-07,-0.566644039611204,3.29644062935145e-15,14,99500190,99604207,"coiled-coil domain containing 85C"
"313","overlap","chr14","100213750-100215000","Intron","ENSG00000100811","YY1",-1.26850975421765,2.45474676801674e-06,-0.70153916908168,4.44364920256589e-29,14,100239144,100282788,"YY1 transcription factor"
"314","overlap","chr14","100221250-100222400","Intron","ENSG00000100811","YY1",-2.55086776963849,2.6833311644568e-19,-0.70153916908168,4.44364920256589e-29,14,100239144,100282788,"YY1 transcription factor"
"315","overlap","chr14","100236800-100241950","Promoter","ENSG00000100811","YY1",-1.23122485865656,2.92340538132933e-09,-0.70153916908168,4.44364920256589e-29,14,100239144,100282788,"YY1 transcription factor"
"316","overlap","chr14","100246700-100247150","Intron","ENSG00000100811","YY1",-1.06061298932001,0.0389833078102748,-0.70153916908168,4.44364920256589e-29,14,100239144,100282788,"YY1 transcription factor"
"317","overlap","chr14","100285450-100285950","Intron","ENSG00000197119","SLC25A29",-1.02235551378697,0.00952972603461389,-1.63366139953043,2.37964474472831e-67,14,100279959,100306547,"solute carrier family 25 member 29"
"318","overlap","chr14","100304950-100307300","Promoter","ENSG00000197119","SLC25A29",-0.977602559955811,0.000166250504015267,-1.63366139953043,2.37964474472831e-67,14,100279959,100306547,"solute carrier family 25 member 29"
"319","overlap","chr14","100417250-100417600","Intron","ENSG00000176473","WDR25",-2.42212253014348,7.04358575234681e-05,-0.933175699522702,4.97537211659202e-09,14,100376418,100530303,"WD repeat domain 25"
"320","overlap","chr14","100439050-100439700","Intron","ENSG00000176473","WDR25",-1.69859275385041,0.000417585780492279,-0.933175699522702,4.97537211659202e-09,14,100376418,100530303,"WD repeat domain 25"
"321","overlap","chr14","100476300-100476750","Exon","ENSG00000176473","WDR25",-1.38702938208866,0.00154737166603707,-0.933175699522702,4.97537211659202e-09,14,100376418,100530303,"WD repeat domain 25"
"322","overlap","chr14","100546600-100546950","5'UTR","ENSG00000183092","BEGAIN",-2.0311492828025,5.01541948657184e-05,-2.17522830750719,0.000114508747546341,14,100537147,100587417,"brain enriched guanylate kinase associated"
"323","overlap","chr14","100586500-100587100","Intron","ENSG00000183092","BEGAIN",-1.92713023771029,2.25807052631701e-07,-2.17522830750719,0.000114508747546341,14,100537147,100587417,"brain enriched guanylate kinase associated"
"324","overlap","chr14","102303700-102306700","Promoter","ENSG00000080823","MOK",-1.02358237996579,0.000273793473963407,-0.291738955409211,0.00276767933068551,14,102224500,102305190,"MOK protein kinase"
"325","overlap","chr14","102316450-102320850","Promoter","ENSG00000022976","ZNF839",-1.07842443945006,1.17193685121652e-05,-1.05694224447723,1.36874696985795e-19,14,102317377,102342702,"zinc finger protein 839"
"326","overlap","chr14","102361850-102364100","Promoter","ENSG00000100865","CINP",-0.804279879892827,0.00760282226814599,-0.592526205314031,3.71606212935122e-10,14,102341102,102362916,"cyclin dependent kinase 2 interacting protein"
"327","overlap","chr14","102590650-102595050","Promoter","ENSG00000089902","RCOR1",-0.83196322923712,0.000865037418202274,-0.29240504869614,0.000306244139489945,14,102592649,102730561,"REST corepressor 1"
"328","overlap","chr14","102677550-102678450","Intron","ENSG00000089902","RCOR1",-1.6326599976637,1.22045903567139e-06,-0.29240504869614,0.000306244139489945,14,102592649,102730561,"REST corepressor 1"
"329","overlap","chr14","102927300-102928700","Exon","ENSG00000166126","AMN",-1.12058846997807,0.000451165021522976,-3.33020456260348,1.05673890640619e-28,14,102922663,102933596,"amnion associated transmembrane protein"
"330","overlap","chr14","103055800-103058450","Promoter","ENSG00000198752","CDC42BPB",-1.23408732275442,6.97803034044366e-07,-0.700965225853065,1.51000850877764e-22,14,102932380,103057549,"CDC42 binding protein kinase beta"
"331","overlap","chr14","103128350-103130050","3'UTR","ENSG00000185215","TNFAIP2",-0.902941487152011,0.0144412518696427,-1.17971353555028,2.28348466283443e-38,14,103121476,103137439,"TNF alpha induced protein 2"
"332","overlap","chr14","103384250-103387850","Promoter","ENSG00000075413","MARK3",-1.18525632355833,3.8688223467919e-07,-0.749696522436849,9.45153462286484e-31,14,103385377,103503831,"microtubule affinity regulating kinase 3"
"333","overlap","chr14","103391000-103391400","Intron","ENSG00000075413","MARK3",-1.25762215747652,0.00175157917535724,-0.749696522436849,9.45153462286484e-31,14,103385377,103503831,"microtubule affinity regulating kinase 3"
"334","overlap","chr14","103520700-103521500","3'UTR","ENSG00000166165","CKB",-0.847729212368504,0.0127554242323932,-1.94819668006326,1.53583626834365e-25,14,103519667,103522833,"creatine kinase B"
"335","overlap","chr14","103561050-103564500","Promoter","ENSG00000126214","KLC1",-1.23340678700808,2.35924351713145e-08,-0.924880652148424,1.06620568613299e-26,14,103561896,103714249,"kinesin light chain 1"
"336","overlap","chr14","103624900-103625400","Intron","ENSG00000126214","KLC1",-1.24645468287217,0.00598635844867848,-0.924880652148424,1.06620568613299e-26,14,103561896,103714249,"kinesin light chain 1"
"337","overlap","chr14","103628000-103631000","5'UTR","ENSG00000126214","KLC1",-1.07988252116277,3.0553957368582e-07,-0.924880652148424,1.06620568613299e-26,14,103561896,103714249,"kinesin light chain 1"
"338","overlap","chr14","103714200-103717100","Promoter","ENSG00000126215","XRCC3",-1.31545290967878,3.35902449076706e-09,-0.435539218771914,0.000106543687132276,14,103697609,103715504,"X-ray repair cross complementing 3"
"339","overlap","chr14","103721750-103722000","Intron","ENSG00000100711","ZFYVE21",-3.92571946705411,2.59730943222624e-08,-1.67996823999342,3.23892641522557e-68,14,103715730,103733668,"zinc finger FYVE-type containing 21"
"340","overlap","chr14","105167850-105169400","5'UTR","ENSG00000184916","JAG2",-1.03847661567032,0.0108045091851454,-2.15450417483688,2.4289784160377e-86,14,105140982,105181194,"jagged canonical Notch ligand 2"
"341","overlap","chr15","30392450-30394100","5'UTR","ENSG00000186399","GOLGA8R",-0.70590222797852,0.015887680741111,-5.69296701941681,1.28674048448291e-17,15,30400562,30414260,"golgin A8 family member R"
"342","overlap","chr15","43329750-43331300","Promoter","ENSG00000168803","ADAL",-0.640891985015034,0.049252411566323,0.300142899314968,0.0372476268240947,15,43330672,43354569,"adenosine deaminase like"
"343","overlap","chr15","48645150-48645800","Promoter","ENSG00000166147","FBN1",-4.27149438324158,4.51716679221181e-13,-1.9362566651599,6.7395771931806e-28,15,48408313,48645721,"fibrillin 1"
"344","overlap","chr15","50353150-50356900","Promoter","ENSG00000244879","GABPB1-AS1",-0.559726126424493,0.0485088971909172,-1.00260799400443,1.14721730481654e-25,15,50354959,50356433,"GABPB1 antisense RNA 1"
"345","overlap","chr15","62690100-62691300","Exon","ENSG00000171914","TLN2",-1.06649970025209,0.000290634926128639,-1.43044657229077,3.28618264056519e-33,15,62390526,62844631,"talin 2"
"346","overlap","chr15","63188650-63191000","Promoter","ENSG00000166128","RAB8B",-0.773414122191638,0.0111112572988124,-0.773854958347656,2.3514700551257e-12,15,63189560,63267776,"RAB8B, member RAS oncogene family"
"347","overlap","chr15","63276550-63278150","5'UTR","ENSG00000138613","APH1B",-0.694737785292469,0.038314420517619,-1.60767330893394,3.70535921346718e-27,15,63276018,63309126,"aph-1 homolog B, gamma-secretase subunit"
"348","overlap","chr15","63501200-63506850","Promoter","ENSG00000140455","USP3",-0.819731884474044,0.00095061614091106,-0.172920836474024,0.0471741867728798,15,63504511,63594640,"ubiquitin specific peptidase 3"
"349","overlap","chr15","63509900-63510650","Intron","ENSG00000140455","USP3",-1.05957721958383,0.0233386412421737,-0.172920836474024,0.0471741867728798,15,63504511,63594640,"ubiquitin specific peptidase 3"
"350","overlap","chr15","64092450-64097400","Promoter","ENSG00000028528","SNX1",-0.853871354360271,0.00175157917535724,-0.601398234473569,3.55111236333523e-19,15,64094123,64146090,"sorting nexin 1"
"351","overlap","chr15","64161700-64163850","Promoter","ENSG00000166794","PPIB",-0.804447336662004,0.00391957007566845,-1.18880350917453,3.53172582980274e-60,15,64155740,64163134,"peptidylprolyl isomerase B"
"352","overlap","chr15","64387250-64388800","Promoter","ENSG00000103671","TRIP4",-0.827643418725816,0.00546048066846378,-0.349704547579524,0.000597574906810654,15,64387748,64455303,"thyroid hormone receptor interactor 4"
"353","overlap","chr15","64443850-64444800","Exon","ENSG00000103671","TRIP4",-0.76464202126733,0.0379196278587096,-0.349704547579524,0.000597574906810654,15,64387748,64455303,"thyroid hormone receptor interactor 4"
"354","overlap","chr15","64841150-64842900","Promoter","ENSG00000241839","PLEKHO2",-0.911692245982017,0.0109286398906836,-0.265856992098804,0.0425308581976064,15,64841883,64930920,"pleckstrin homology domain containing O2"
"355","overlap","chr15","64988950-64990950","Promoter","ENSG00000090487","SPG21",-0.691162741244304,0.0408659754518415,-0.470529821509521,3.73082367831744e-12,15,64963022,64990310,"SPG21 abhydrolase domain containing, maspardin"
"356","overlap","chr15","65028500-65029750","Promoter","ENSG00000103707","MTFMT",-0.746244418767768,0.0166231056373706,-0.349315256039728,0.00801554221160404,15,65001512,65029639,"mitochondrial methionyl-tRNA formyltransferase"
"357","overlap","chr15","65183500-65185950","Promoter","ENSG00000166855","CLPX",-0.866595562618964,0.000290473474064118,-0.254187432905647,0.00469049850759263,15,65148219,65185342,"caseinolytic mitochondrial matrix peptidase chaperone subunit X"
"358","overlap","chr15","65385000-65385750","Exon","ENSG00000103742","IGDCC4",-1.44454705660322,0.000220318625228075,-1.84325442901564,0.00619724055293633,15,65381484,65422947,"immunoglobulin superfamily DCC subclass member 4"
"359","overlap","chr15","65409100-65409500","Intron","ENSG00000103742","IGDCC4",-1.41389030465209,0.0176251805437759,-1.84325442901564,0.00619724055293633,15,65381484,65422947,"immunoglobulin superfamily DCC subclass member 4"
"360","overlap","chr15","65422450-65422750","Promoter","ENSG00000103742","IGDCC4",-1.82290996091443,0.00490998960128608,-1.84325442901564,0.00619724055293633,15,65381484,65422947,"immunoglobulin superfamily DCC subclass member 4"
"361","overlap","chr15","65516300-65518200","Promoter","ENSG00000074603","DPP8",-0.706247021744174,0.0195490333004154,-0.266603984249969,0.00388642458353833,15,65442463,65517704,"dipeptidyl peptidase 8"
"362","overlap","chr15","66252500-66253300","Intron","ENSG00000166938","DIS3L",-0.926391506296122,0.0200366215950084,0.319756006543964,0.000242476155937613,15,66293217,66333898,"DIS3 like exosome 3'-5' exoribonuclease"
"363","overlap","chr15","66502400-66506600","Promoter","ENSG00000174442","ZWILCH",-0.974821072545516,0.000150974085664619,0.364629523488762,5.62974599285893e-05,15,66504959,66550130,"zwilch kinetochore protein"
"364","overlap","chr15","68053850-68056450","Promoter","ENSG00000033800","PIAS1",-0.829387418503435,0.00133274905226177,-1.08553047278027,3.6363114413598e-37,15,68054309,68193847,"protein inhibitor of activated STAT 1"
"365","overlap","chr15","68113700-68115000","Intron","ENSG00000033800","PIAS1",-1.03218933945025,0.00729523943430693,-1.08553047278027,3.6363114413598e-37,15,68054309,68193847,"protein inhibitor of activated STAT 1"
"366","overlap","chr15","68228250-68230400","Promoter","ENSG00000129007","CALML4",-1.01630681036509,0.000133653868968025,-1.29164500712674,6.87511683978949e-14,15,68184032,68229718,"calmodulin like 4"
"367","overlap","chr15","68276950-68280450","Promoter","ENSG00000169018","FEM1B",-1.01042603646816,3.63547653541749e-05,-0.232603736727521,0.00511434625300442,15,68277745,68295862,"fem-1 homolog B"
"368","overlap","chr15","69298850-69299300","5'UTR","ENSG00000137819","PAQR5",-1.1412531856301,0.0252979131645049,0.316361635662918,0.0378758953642099,15,69278675,69407780,"progestin and adipoQ receptor family member 5"
"369","overlap","chr15","69452250-69455000","Promoter","ENSG00000137818","RPLP1",-0.915649263806281,0.000584667893631808,-1.07756189645199,4.05701860007941e-47,15,69452814,69456205,"ribosomal protein lateral stalk subunit P1"
"370","overlap","chr15","69456100-69457650","3'UTR","ENSG00000137818","RPLP1",-1.10819704560282,0.0116901000216607,-1.07756189645199,4.05701860007941e-47,15,69452814,69456205,"ribosomal protein lateral stalk subunit P1"
"371","overlap","chr15","70760800-70764900","5'UTR","ENSG00000137831","UACA",-0.97959360493333,5.72402183191543e-05,-1.21149519089001,3.1521608876816e-59,15,70654554,70778868,"uveal autoantigen with coiled-coil domains and ankyrin repeats"
"372","overlap","chr15","70778700-70779200","Promoter","ENSG00000137831","UACA",-0.918878965685482,0.0496743887980888,-1.21149519089001,3.1521608876816e-59,15,70654554,70778868,"uveal autoantigen with coiled-coil domains and ankyrin repeats"
"373","overlap","chr15","72116400-72119350","Promoter","ENSG00000066933","MYO9A",-1.46162293357109,2.45089427627311e-09,-1.44136195765959,6.32848295613194e-33,15,71822291,72118577,"myosin IXA"
"374","overlap","chr15","72155350-72156300","Exon","ENSG00000066933","MYO9A",-1.00777681945293,0.00656026596845682,-1.44136195765959,6.32848295613194e-33,15,71822291,72118577,"myosin IXA"
"375","overlap","chr15","72226350-72232650","Promoter","ENSG00000067225","PKM",-1.5362492203275,1.01680696084396e-10,-0.723859797338885,1.73835516404426e-31,15,72199029,72231819,"pyruvate kinase M1/2"
"376","overlap","chr15","72271600-72273600","Promoter","ENSG00000137817","PARP6",-1.52962724431127,7.5942331491603e-10,-1.79758079997601,4.12952576195688e-87,15,72241181,72272999,"poly(ADP-ribose) polymerase family member 6"
"377","overlap","chr15","72375150-72376850","Promoter","ENSG00000213614","HEXA",-0.857514879447879,0.00776754577652814,-0.506571621354191,2.00516890611098e-14,15,72340924,72376420,"hexosaminidase subunit alpha"
"378","overlap","chr15","73051050-73053550","Promoter","ENSG00000067141","NEO1",-1.25510586486112,4.41896301343033e-08,-0.325804939097181,0.00709923494054839,15,73051710,73305205,"neogenin 1"
"379","overlap","chr15","73631450-73634750","Promoter","ENSG00000156642","NPTN",-0.815625225822761,0.00372802004437839,-0.265730475398459,0.000159577112375742,15,73560014,73634134,"neuroplastin"
"380","overlap","chr15","74889700-74890850","Promoter","ENSG00000178802","MPI",-0.73328027660753,0.0424497089940293,-0.688905711986834,2.01439675787829e-15,15,74890005,74902219,"mannose phosphate isomerase"
"381","overlap","chr15","74905650-74907600","Promoter","ENSG00000178761","FAM219B",-0.730517714231008,0.0181057764178954,-0.894966031175302,2.98482411506606e-21,15,74899992,74906883,"family with sequence similarity 219 member B"
"382","overlap","chr15","74936800-74938600","Promoter","ENSG00000178741","COX5A",-0.726651565935982,0.00579502205807986,-0.365902137328365,4.09322302956604e-06,15,74919791,74938083,"cytochrome c oxidase subunit 5A"
"383","overlap","chr15","75023400-75024450","Promoter","ENSG00000138621","PPCDC",-0.757899196648284,0.0175785298410841,0.272811387451549,0.0418910382014568,15,75023586,75117462,"phosphopantothenoylcysteine decarboxylase"
"384","overlap","chr15","75449700-75456950","Promoter","ENSG00000169375","SIN3A",-0.619503680796448,0.0159422350081953,0.253805062458357,0.00120506562859968,15,75369379,75455842,"SIN3 transcription regulator family member A"
"385","overlap","chr15","75638450-75641300","Promoter","ENSG00000177971","IMP3",-1.04068412672528,5.62187385892481e-05,-0.554051152409834,1.73638751263106e-09,15,75639093,75640224,"IMP U3 small nucleolar ribonucleoprotein 3"
"386","overlap","chr15","75903050-75904950","Promoter","ENSG00000167196","FBXO22",-0.741605113207434,0.00664148305417363,-0.535054846707228,1.03391084190222e-09,15,75903876,75942511,"F-box protein 22"
"387","overlap","chr15","76058950-76059750","Promoter","ENSG00000169752","NRG4",-1.46288995382428,0.000207139330669864,-3.31356601407049,2.0904877567374e-19,15,75935969,76059795,"neuregulin 4"
"388","overlap","chr15","76335800-76337550","Promoter","ENSG00000159556","ISL2",-0.808950610245193,0.014964284958912,-0.599894882865576,0.0197172321976348,15,76336773,76342475,"ISL LIM homeobox 2"
"389","overlap","chr15","76930850-76932800","Promoter","ENSG00000117906","RCN2",-0.733285355406791,0.0208606936397778,0.373113491876079,2.55522451838172e-07,15,76931738,76954393,"reticulocalbin 2"
"390","overlap","chr15","77069600-77071500","5'UTR","ENSG00000140391","TSPAN3",-0.658995734871741,0.0333571849798527,-0.370429496625545,3.529440481001e-09,15,77041404,77083984,"tetraspanin 3"
"391","overlap","chr15","77418250-77421900","Promoter","ENSG00000140382","HMG20A",-0.71000069968229,0.0122109641183371,-0.324608455818909,0.000567328070668737,15,77420412,77485603,"high mobility group 20A"
"392","overlap","chr15","78131450-78132200","Promoter","ENSG00000136425","CIB2",-0.849645873397269,0.0129509488784009,-0.824802247979975,2.06325261762063e-06,15,78104606,78131535,"calcium and integrin binding family member 2"
"393","overlap","chr15","78539900-78542000","Promoter","ENSG00000041357","PSMA4",-0.679366301630555,0.0252270736573654,-0.314386876902059,6.09047136737165e-07,15,78540405,78552417,"proteasome 20S subunit alpha 4"
"394","overlap","chr15","79895850-79897800","Promoter","ENSG00000136371","MTHFS",-0.889361933273357,0.00135744285413271,-0.827021644984175,3.25483896550367e-15,15,79843547,79897379,"methenyltetrahydrofolate synthetase"
"395","overlap","chr15","79922300-79924350","Promoter","ENSG00000259332","ST20-MTHFS",-0.713796993601096,0.0145054709206682,-2.61916838691032,0.00495615926721086,15,79845150,79923754,"ST20-MTHFS readthrough"
"396","overlap","chr15","80058750-80062200","Promoter","ENSG00000086666","ZFAND6",-0.603890856010543,0.0354768897890337,-0.843087548183749,1.7052018566285e-29,15,80059568,80138393,"zinc finger AN1-type containing 6"
"397","overlap","chr15","80105400-80106350","Intron","ENSG00000086666","ZFAND6",-0.804928717358731,0.0486539735782468,-0.843087548183749,1.7052018566285e-29,15,80059568,80138393,"zinc finger AN1-type containing 6"
"398","overlap","chr15","82942800-82943000","Intron","ENSG00000103942","HOMER2",-1.41419138405376,0.0346791365465826,-3.65425779549861,6.59043093189835e-32,15,82836946,82986153,"homer scaffold protein 2"
"399","overlap","chr15","82951900-82952550","5'UTR","ENSG00000103942","HOMER2",-4.38102679986096,2.67878021525042e-14,-3.65425779549861,6.59043093189835e-32,15,82836946,82986153,"homer scaffold protein 2"
"400","overlap","chr15","84714400-84717500","Promoter","ENSG00000140612","SEC11A",-0.628679856798753,0.0328854544032962,-0.350752368673631,2.58848431315885e-07,15,84669538,84716460,"SEC11 homolog A, signal peptidase complex subunit"
"401","overlap","chr15","84980100-84984000","Promoter","ENSG00000073417","PDE8A",-0.55583456770764,0.0428584124414213,-0.542955787922444,4.60423907973471e-09,15,84980440,85139145,"phosphodiesterase 8A"
"402","overlap","chr15","88912000-88913900","Promoter","ENSG00000140545","MFGE8",-1.11600910574063,0.000587889784714254,-0.318639506072368,0.00145664913937329,15,88898683,88913381,"milk fat globule EGF and factor V/VIII domain containing"
